Committee num,Barzel,Name,Symbol,Voters,Invalid,Avoda,Yemina,Yahadut Hatora,Meshutefet,Hayisraelim,Tzomet,Tziyonut Detit,Gimlaim,Calcalit,Brit Shutafut,Kvod Haadam,Gush Tanachi,Manhigut Hevratit,Halev Hayehudi,Ani veAta,Kahol Lavan,Yisrael Beytenu,Likud,Meretz,Kamah,Olam Hadash,Anahnu,Raam,Yesh Atid,Pirates,Atzmenu,Maan,Hetz,Daam,Habilti Efshari,Shema,Seder Hadash,Mishpat Tzedek,Rapeh,Hatikva Leshinui,Am Shalem,Democratit,Shas,Tikva Hadasha
11,6206,???????????,9400,365,4,21,21,6,0,0,0,7,0,6,0,0,0,0,0,0,36,4,129,16,0,0,0,0,86,0,0,0,1,0,0,0,0,0,2,0,0,0,10,16
11,6207,???????????,9400,380,0,15,27,2,0,0,0,24,0,6,0,0,0,0,0,0,35,6,139,12,0,0,0,0,67,0,0,0,0,0,0,0,0,0,1,0,0,0,20,26
11,6208,???????????,9400,357,0,32,23,2,0,0,0,11,1,1,0,0,0,0,0,0,44,7,120,15,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17
11,6209,???????????,9400,452,0,32,20,3,0,0,0,4,0,3,0,0,0,0,0,0,72,12,39,51,0,0,0,0,169,1,0,0,0,0,0,0,0,0,2,0,0,0,8,36
11,6210,???????????,9400,384,2,24,13,4,2,0,0,13,0,10,0,0,0,0,0,0,47,13,108,21,0,0,0,0,85,0,0,0,0,0,0,0,0,0,2,0,0,0,6,34
11,6211,???????????,9400,447,1,31,21,0,0,1,0,4,0,6,0,0,0,0,0,0,78,13,103,19,0,0,0,0,139,0,0,0,0,0,0,0,0,0,1,0,0,0,5,25
11,6212,???????????,9400,426,0,22,29,1,0,0,0,4,0,5,0,0,0,0,0,0,61,5,104,23,0,0,0,0,142,0,0,0,0,0,0,0,0,0,2,0,0,0,4,24
11,6213,???????????,9400,460,0,46,19,0,0,0,0,2,0,5,0,0,0,0,0,0,64,13,90,38,0,0,0,0,149,0,0,0,0,0,0,0,0,0,1,0,0,0,2,31
11,6214,???????????,9400,433,2,57,23,1,0,0,0,2,0,5,0,0,0,0,0,0,55,17,84,34,0,0,0,0,126,0,0,0,0,0,0,0,0,0,2,0,0,0,3,22
11,6215,???????????,9400,397,4,23,30,6,0,0,0,14,0,6,0,0,0,0,0,0,34,11,175,10,0,0,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,17,18
11,6216,???????????,9400,472,2,35,25,0,0,0,0,2,0,6,0,0,0,0,0,0,96,8,92,32,0,0,0,0,140,0,0,0,0,0,0,0,0,0,1,1,0,0,5,27
11,6217,???????????,9400,337,3,11,27,3,0,0,0,12,2,8,0,0,0,0,0,0,22,10,139,2,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20
11,6218,???????????,9400,325,1,11,20,2,0,0,0,3,1,7,0,0,0,0,0,0,36,8,114,9,0,0,0,0,71,0,0,0,0,0,0,0,0,0,4,2,0,0,10,26
11,6219,???????????,9400,332,2,19,32,3,0,0,0,18,0,6,0,0,0,0,0,0,40,9,107,12,0,0,0,0,57,0,0,0,0,0,0,0,0,0,1,0,0,0,5,21
11,6220,???????????,9400,318,0,18,26,2,0,0,0,6,0,2,0,0,0,0,0,0,45,15,109,7,0,0,0,0,67,0,0,0,0,0,0,0,0,0,2,0,0,0,5,14
11,6221,???????????,9400,345,0,32,7,0,0,0,0,2,0,2,0,0,0,0,0,0,72,7,60,34,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12
11,6222,???????????,9400,398,1,38,14,1,0,0,0,12,0,5,0,0,0,0,0,0,73,4,89,36,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,7,19
11,6223,???????????,9400,417,1,37,13,0,0,0,0,9,0,7,0,0,0,0,0,0,64,14,99,34,0,0,0,0,111,0,0,0,0,0,0,0,0,0,1,0,0,0,2,25
11,6224,???????????,9400,406,2,38,27,1,0,0,0,7,0,6,0,0,0,1,0,0,58,12,109,22,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16
11,6225,???????????,9400,407,0,41,17,0,0,0,0,8,0,2,0,0,0,0,0,0,73,14,74,34,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,1,0,0,3,22
11,6226,???????????,9400,412,1,50,17,0,0,0,0,6,0,1,0,0,0,0,0,0,71,6,71,38,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
5,2224,????,134,333,1,71,8,0,2,0,0,0,0,4,0,0,0,0,0,0,44,12,39,34,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1,0,0,0,3,15
5,2225,????,134,301,0,78,11,0,1,0,0,4,0,3,0,0,0,0,0,1,35,10,22,35,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3,1289,?????,623,213,2,76,7,0,0,0,0,0,0,5,0,0,0,0,0,0,22,4,5,25,0,1,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10
2,791,???? ????,3779,365,1,2,30,7,0,1,0,224,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,42,2
2,792,???? ????,3779,380,0,1,42,20,0,0,0,195,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,51,3
2,793,???? ????,3779,384,1,0,28,12,0,0,0,220,1,0,0,0,0,0,0,0,1,0,58,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,51,5
2,794,???? ????,3779,375,4,1,33,11,0,0,1,194,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,53,4
2,795,???? ????,3779,418,1,2,3,81,1,0,0,49,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,1
2,796,???? ????,3779,416,8,0,1,171,0,0,0,31,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0
2,797,???? ????,3779,405,3,0,0,92,0,0,0,31,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,267,0
2,798,???? ????,3779,398,4,2,4,122,0,0,0,39,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,1
2,799,???? ????,3779,422,2,0,0,170,0,0,0,33,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0
5,2443,???????????????,978,158,1,1,0,0,38,0,0,0,0,1,0,0,0,0,0,1,3,0,28,6,0,0,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,2444,???????????????,978,185,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,22,7,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5,2445,???????????????,978,204,1,2,0,0,18,0,0,0,0,1,0,0,0,0,0,0,2,0,14,4,0,0,0,153,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2446,???????????????,978,132,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,1,0,0,13,3,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2447,???????????????,978,182,0,1,0,0,19,0,0,1,0,0,0,0,0,1,0,0,2,0,32,3,0,0,0,116,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3
5,2448,???????????????,978,181,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0,0,107,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
5,2449,???????????????,978,138,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,17,6,0,1,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2450,???????????????,978,163,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,32,2,0,0,0,101,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5,2451,???????????????,978,197,2,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,15,4,0,0,0,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
5,1823,??? ??????,85,291,0,58,11,0,1,0,0,2,0,9,0,0,0,0,0,0,61,10,28,21,0,0,0,0,78,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10
5,1824,??? ??????,85,300,2,50,14,1,1,0,0,5,0,4,0,0,0,0,0,0,77,8,21,15,0,0,0,0,85,0,0,0,0,0,0,0,0,0,2,0,0,0,2,13
18,10678,??? ?????,1095,358,0,5,115,1,0,0,0,135,0,0,0,0,0,0,0,0,7,1,75,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11
5,2363,?????,586,231,0,55,6,0,1,0,0,0,0,4,0,0,0,0,0,0,37,2,19,26,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
5,2364,?????,586,252,0,57,4,0,0,0,0,2,0,1,0,0,0,0,0,0,34,3,17,50,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
5,1836,?????? ?????,66,326,1,33,13,0,0,0,0,4,0,3,0,0,0,0,0,0,36,27,73,48,0,0,0,0,65,0,1,0,0,0,0,0,0,0,1,0,0,0,4,17
5,1837,?????? ?????,66,339,1,41,21,0,0,0,0,4,0,2,0,0,0,0,0,1,32,24,67,60,0,0,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21
13,7346,?? ?????,7200,419,0,17,19,4,0,0,0,18,0,8,0,0,0,0,0,0,41,11,140,10,0,0,0,0,86,0,0,0,0,0,0,0,0,0,2,0,0,0,33,30
13,7347,?? ?????,7200,199,1,12,3,3,0,0,0,13,0,1,0,0,0,0,0,1,13,9,87,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,17,9
13,7348,?? ?????,7200,181,1,12,9,1,0,0,0,7,0,6,0,0,1,0,0,0,13,12,74,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,20,7
13,7349,?? ?????,7200,409,2,48,19,3,0,0,0,19,0,4,0,0,0,0,0,0,57,9,95,27,0,0,0,0,88,0,0,0,0,0,0,0,0,0,2,0,0,0,13,23
13,7350,?? ?????,7200,389,0,49,19,3,0,0,0,13,0,3,0,0,0,0,0,0,40,16,83,20,1,0,0,0,112,0,1,0,0,0,0,0,0,0,3,0,0,0,13,13
13,7351,?? ?????,7200,416,1,38,20,6,0,0,0,12,0,6,0,0,0,0,0,0,44,8,132,20,0,0,0,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,12,22
13,7352,?? ?????,7200,400,1,36,20,8,0,0,0,17,2,7,0,0,0,0,0,0,42,13,91,24,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,18,20
13,7353,?? ?????,7200,406,4,46,16,1,0,0,0,11,0,5,0,0,0,0,0,0,59,19,88,37,0,0,0,0,86,0,0,0,0,0,0,0,0,0,1,0,0,0,10,23
13,7354,?? ?????,7200,523,1,42,31,1,1,0,0,3,0,6,0,0,0,0,0,1,86,11,92,23,0,0,0,0,155,0,0,0,0,0,0,0,0,0,1,0,0,0,15,54
13,7355,?? ?????,7200,508,1,40,31,1,0,0,0,15,0,12,0,0,0,0,0,1,70,14,102,24,0,0,0,0,145,0,0,0,0,0,0,0,0,0,1,0,0,0,21,30
13,7356,?? ?????,7200,537,0,61,27,2,1,0,0,5,0,2,0,0,0,0,0,0,62,21,87,35,0,0,0,0,191,0,0,0,0,0,0,0,0,0,1,0,0,0,9,33
13,7357,?? ?????,7200,419,0,42,23,2,0,0,0,7,0,1,0,0,0,0,0,0,49,7,125,28,0,0,0,0,82,0,0,0,0,0,0,0,0,0,3,0,0,0,23,27
13,7358,?? ?????,7200,438,1,44,20,5,0,0,0,8,0,5,0,0,1,0,0,1,58,16,115,22,0,0,0,1,101,0,0,0,0,0,0,0,0,0,4,0,0,0,7,29
13,7359,?? ?????,7200,419,0,49,30,0,1,0,0,3,0,9,0,0,0,0,0,0,48,13,93,29,0,0,0,0,102,0,0,0,0,0,0,0,0,0,1,0,0,0,13,28
13,7360,?? ?????,7200,445,0,41,26,3,0,0,0,9,0,5,0,0,0,0,0,0,37,16,119,20,0,0,0,0,102,0,0,0,0,0,0,0,0,0,4,0,0,0,15,48
13,7361,?? ?????,7200,421,1,32,21,0,0,0,0,3,0,7,0,0,0,0,0,0,37,9,127,32,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,20,38
13,7362,?? ?????,7200,334,4,17,17,2,0,0,0,7,0,7,0,0,0,0,0,2,47,15,102,13,0,1,0,0,62,0,0,0,0,0,0,0,0,0,5,1,0,0,10,22
13,7363,?? ?????,7200,378,3,29,22,0,2,0,0,3,0,4,0,0,0,0,0,0,50,16,87,20,0,0,0,0,91,0,0,0,0,0,0,0,0,0,3,1,0,0,12,35
13,7364,?? ?????,7200,308,3,18,12,4,0,0,0,8,0,3,0,0,0,0,2,0,38,7,114,7,0,0,0,0,47,0,0,0,0,0,0,0,0,1,1,0,1,0,19,23
13,7365,?? ?????,7200,420,2,57,18,2,1,0,0,1,0,2,0,0,0,0,0,0,53,11,62,42,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26
13,7366,?? ?????,7200,351,0,32,17,2,0,0,0,5,0,7,0,0,0,0,0,0,42,10,74,24,0,0,0,1,93,0,0,0,0,0,0,0,0,0,1,0,0,0,15,28
13,7367,?? ?????,7200,364,0,24,23,1,1,0,0,9,0,6,0,0,0,0,0,0,31,11,108,33,0,0,0,0,69,0,0,0,0,0,0,0,0,0,2,1,0,0,23,22
13,7368,?? ?????,7200,374,1,38,22,0,1,0,0,14,0,4,0,0,0,0,0,0,52,16,71,24,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,1,0,0,7,24
13,7369,?? ?????,7200,171,0,5,10,4,0,0,0,5,0,1,0,0,0,0,0,0,19,4,77,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,28,5
13,7370,?? ?????,7200,408,3,12,29,1,0,0,0,26,0,1,0,0,0,0,0,0,23,28,169,4,0,0,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,22,26
13,7371,?? ?????,7200,420,1,33,27,1,1,0,0,15,0,1,0,0,0,0,1,0,47,7,76,35,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26
13,7372,?? ?????,7200,329,4,16,13,3,0,0,0,10,0,4,0,0,0,0,0,0,41,9,129,10,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26
13,7373,?? ?????,7200,363,3,18,24,4,0,0,0,10,0,0,0,0,1,0,0,0,42,11,130,15,0,0,0,0,59,0,0,0,0,0,0,0,0,1,0,0,0,0,16,29
13,7374,?? ?????,7200,411,2,51,25,0,0,0,0,2,0,5,0,0,0,0,0,0,59,4,98,17,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,2,0,0,9,34
13,7375,?? ?????,7200,423,3,44,30,2,1,0,0,2,0,6,0,0,0,0,0,0,48,16,83,21,0,0,0,0,147,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15
13,7376,?? ?????,7200,424,6,35,24,2,0,0,0,6,0,4,0,0,0,0,0,0,47,7,96,23,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46
13,7377,?? ?????,7200,432,0,56,19,0,0,0,0,3,0,9,0,0,0,0,0,0,66,12,80,32,0,0,0,0,108,0,0,0,0,0,0,0,0,0,1,0,0,0,12,34
13,7378,?? ?????,7200,414,1,46,21,0,0,0,0,10,0,4,0,0,0,0,0,0,52,19,70,35,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19
13,7379,?? ?????,7200,425,0,42,28,2,0,0,0,4,0,9,0,0,0,0,0,1,64,16,69,38,0,0,0,0,119,0,0,0,0,0,0,0,0,0,2,0,0,0,6,25
13,7380,?? ?????,7200,372,2,24,18,1,0,0,0,14,0,0,0,0,0,0,1,0,31,42,110,10,0,0,0,0,78,0,0,0,0,0,1,0,0,0,4,0,0,0,10,26
13,7381,?? ?????,7200,426,5,49,13,2,0,0,0,9,0,5,0,0,0,0,0,0,43,24,130,29,0,0,0,0,76,1,0,0,0,0,0,0,0,0,2,0,0,0,15,23
13,7382,?? ?????,7200,377,1,34,11,2,1,0,0,7,0,6,0,0,0,0,0,0,53,10,64,28,0,0,0,0,114,1,0,0,0,0,0,0,0,0,3,0,0,0,8,34
13,7383,?? ?????,7200,352,0,21,24,4,1,0,0,3,0,4,0,0,0,0,0,0,64,10,82,12,0,0,0,0,87,0,0,0,0,0,0,0,0,0,2,0,0,0,5,33
13,7384,?? ?????,7200,345,0,33,19,0,0,0,0,3,0,5,0,0,0,0,0,0,47,16,74,15,0,0,0,0,91,0,0,0,0,0,0,0,0,0,3,0,0,0,7,32
13,7385,?? ?????,7200,351,2,33,21,0,0,0,0,7,0,5,0,0,0,0,0,0,40,9,73,11,0,0,0,0,106,0,0,0,0,0,0,0,0,0,3,0,0,0,8,33
13,7386,?? ?????,7200,349,0,26,19,0,1,0,0,5,0,5,0,0,0,0,0,0,36,19,81,28,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
13,7387,?? ?????,7200,498,1,49,17,1,0,0,0,6,0,7,0,0,0,0,0,0,78,8,110,26,0,0,0,0,150,0,0,0,0,0,0,1,0,0,3,0,0,0,7,34
13,7388,?? ?????,7200,499,1,51,17,1,0,0,0,3,0,5,0,0,0,0,0,0,87,25,63,25,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37
13,7389,?? ?????,7200,512,0,30,34,0,0,0,0,4,0,2,0,0,0,0,0,0,84,9,127,26,0,0,0,0,160,0,0,0,0,0,0,0,0,0,2,0,0,0,7,27
13,7390,?? ?????,7200,485,0,38,34,0,0,0,0,7,0,5,0,0,0,0,0,0,78,15,91,24,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34
13,7391,?? ?????,7200,493,1,46,34,0,2,0,0,3,0,6,0,0,0,0,0,0,72,21,97,29,0,0,0,0,145,0,0,0,0,0,0,0,0,0,3,0,0,0,1,33
13,7392,?? ?????,7200,480,0,54,30,2,0,0,0,5,0,4,0,0,0,0,0,0,59,20,77,39,0,0,0,0,153,0,0,0,0,0,0,0,0,0,1,0,0,0,2,34
13,7393,?? ?????,7200,503,1,62,18,0,0,0,0,5,0,5,0,0,0,0,0,0,78,15,73,36,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27
13,7394,?? ?????,7200,513,0,50,26,0,2,0,0,2,0,3,0,0,0,0,0,1,64,16,61,48,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
13,7395,?? ?????,7200,512,1,54,37,2,0,0,0,10,0,3,0,0,0,0,0,0,69,8,101,39,0,0,0,0,153,0,0,0,0,0,0,0,0,0,1,0,0,0,2,32
13,7396,?? ?????,7200,497,1,72,24,2,1,0,0,2,1,5,0,0,0,1,0,0,69,24,67,35,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37
13,7397,?? ?????,7200,497,2,45,24,2,0,0,0,10,0,5,0,0,0,0,0,0,63,16,79,44,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35
13,7398,?? ?????,7200,428,4,23,33,4,1,0,0,14,0,2,0,0,0,0,0,0,36,7,152,17,0,0,0,0,90,0,0,0,0,0,0,0,0,0,5,0,0,0,20,20
13,7399,?? ?????,7200,453,2,29,38,5,0,0,0,16,0,7,0,0,0,0,0,0,53,7,129,24,0,1,0,0,90,0,0,0,0,0,0,0,0,0,2,0,0,0,23,27
13,7400,?? ?????,7200,454,1,25,24,15,0,0,0,21,0,2,0,0,0,0,0,0,28,12,159,23,0,0,0,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,26,26
13,7401,?? ?????,7200,458,2,50,20,5,2,0,0,8,0,9,0,0,0,0,0,0,55,9,98,26,0,0,0,0,118,0,0,0,0,0,0,0,0,1,0,0,0,0,14,41
13,7402,?? ?????,7200,366,0,35,41,0,1,0,0,4,0,9,0,0,0,0,0,0,59,6,79,13,0,0,0,0,84,0,0,0,0,0,0,0,0,0,2,0,0,0,2,31
13,7403,?? ?????,7200,393,1,44,20,3,1,0,0,10,0,6,0,0,0,1,0,1,57,12,68,20,0,0,0,0,115,0,0,0,0,0,0,0,2,0,0,0,0,0,1,31
13,7404,?? ?????,7200,395,0,51,18,0,1,0,0,15,0,4,0,0,0,0,0,0,62,19,77,27,0,0,0,0,80,0,0,0,0,0,0,0,0,0,1,0,0,0,7,33
13,7405,?? ?????,7200,395,0,44,12,4,0,0,0,12,0,1,0,0,0,0,0,0,66,10,74,23,0,0,0,0,104,0,0,0,0,0,0,0,0,0,1,0,0,0,19,25
13,7406,?? ?????,7200,376,4,44,18,0,0,0,0,10,0,2,0,0,0,0,0,0,55,11,82,29,0,0,0,0,97,0,0,0,0,0,0,0,0,0,1,0,0,0,6,17
13,7407,?? ?????,7200,362,1,55,15,0,0,0,0,8,0,3,0,0,0,0,0,0,60,13,77,19,0,1,0,0,85,0,0,0,0,0,0,0,0,0,2,0,0,0,5,18
5,2051,????,7300,318,6,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,1,0,8,13,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
5,2052,????,7300,300,1,3,0,0,252,0,0,0,0,1,0,0,0,0,1,0,3,0,11,6,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2053,????,7300,293,1,5,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,51,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,2054,????,7300,276,2,2,0,0,195,0,0,0,0,3,0,0,0,0,0,0,2,2,6,11,0,0,0,44,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5,2055,????,7300,285,3,2,0,0,190,0,0,0,1,2,0,0,0,0,0,0,0,2,7,23,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2056,????,7300,307,5,0,0,0,233,0,0,0,0,3,0,0,0,0,0,0,1,0,8,13,0,0,0,32,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
5,2057,????,7300,243,3,2,0,0,199,0,0,0,0,2,0,0,0,0,0,0,0,3,6,9,0,0,0,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2058,????,7300,204,0,2,0,0,158,0,0,0,0,0,0,0,0,0,0,0,1,0,17,9,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
5,2059,????,7300,240,3,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5,2060,????,7300,261,1,3,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,1,12,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
5,2061,????,7300,253,2,2,0,1,160,0,0,0,0,0,0,0,0,0,0,0,1,0,14,21,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2062,????,7300,301,6,3,0,0,193,0,0,0,0,1,0,0,0,0,0,0,0,1,14,7,0,0,0,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2063,????,7300,261,5,1,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,2064,????,7300,232,4,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2065,????,7300,193,3,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7,0,0,1,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,2066,????,7300,310,1,1,1,0,207,0,0,0,0,1,1,0,0,0,0,0,0,4,21,29,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
5,2067,????,7300,159,0,1,0,0,114,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,0,0,0,17,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
5,2068,????,7300,193,2,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,2069,????,7300,180,0,2,0,0,124,0,0,0,0,1,0,0,0,0,0,0,1,0,5,9,0,0,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2070,????,7300,288,7,8,0,0,215,0,0,0,0,1,0,0,0,0,0,0,0,0,12,12,1,0,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2071,????,7300,266,5,0,1,0,225,0,0,0,0,0,1,0,0,0,0,0,0,0,11,6,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,2072,????,7300,257,2,4,0,0,184,0,0,0,0,1,0,0,0,0,0,0,3,1,17,15,0,0,0,20,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,2073,????,7300,259,1,7,0,0,201,0,0,0,0,1,1,0,0,0,0,0,0,0,7,12,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5,2074,????,7300,287,1,5,0,0,224,0,0,0,0,0,2,0,0,0,0,0,0,0,17,13,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2075,????,7300,250,3,5,0,0,186,0,0,0,0,1,0,0,0,0,0,1,0,2,10,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2076,????,7300,257,2,3,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,1,12,22,0,0,0,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2077,????,7300,278,1,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2078,????,7300,270,4,2,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5,2079,????,7300,292,1,2,0,0,225,0,0,0,0,3,0,0,0,0,0,0,0,1,18,10,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5,2080,????,7300,259,6,0,0,0,141,0,0,0,0,2,0,0,0,0,0,0,0,0,7,20,0,0,0,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2081,????,7300,218,1,0,0,0,126,0,0,0,0,2,0,0,0,1,0,0,0,0,3,12,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2082,????,7300,227,3,1,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2083,????,7300,220,6,2,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2084,????,7300,286,1,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,107,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
